Transaction_ID,Customer_ID,Product_Category,Quantity,Sales_Amount,Profit,Transaction_Date
T000988,C0390,Food & Beverage,5,196.15,54.38,2024-01-17
T000989,C0594,Home & Garden,2,114.26,45.46,2024-01-17
T000986,C0547,Beauty & Health,7,253.96,52.86,2024-01-17
T000985,C0558,Clothing,4,299.88,71.36,2024-01-17
T000984,C0909,Electronics,1,587.8,173.6,2024-01-17
T000983,C0925,Toys & Games,10,301.6,112.97,2024-01-17
T000982,C0752,Food & Beverage,7,115.36,17.67,2024-01-17
T000987,C0253,Beauty & Health,9,346.41,105.39,2024-01-17
T001004,C0801,Sports & Outdoors,7,447.79,76.39,2024-01-18
T001009,C0239,Clothing,7,1144.15,203.46,2024-01-18
T001008,C0224,Food & Beverage,2,50.66,19.98,2024-01-18
T001007,C0146,Beauty & Health,10,424.0,128.78,2024-01-18
T001006,C0065,Books,3,93.03,20.26,2024-01-18
T001005,C0374,Books,7,234.99,67.58,2024-01-18
T001003,C0119,Sports & Outdoors,9,1143.72,267.48,2024-01-18
T001000,C0251,Sports & Outdoors,2,544.8,147.81,2024-01-18
T001001,C0877,Food & Beverage,1,20.75,7.18,2024-01-18
T001002,C0005,Clothing,9,1073.16,291.23,2024-01-18
T000999,C0242,Sports & Outdoors,7,394.52,78.49,2024-01-18
T000998,C0798,Home & Garden,3,409.98,69.02,2024-01-18
T000997,C0824,Beauty & Health,3,397.86,67.17,2024-01-18
T000996,C0010,Books,10,393.4,91.3,2024-01-18
T000995,C0450,Food & Beverage,7,127.96,22.44,2024-01-18
T001021,C0929,Clothing,1,79.93,13.8,2024-01-19
T001020,C0461,Clothing,5,470.55,179.66,2024-01-19
T001019,C0689,Clothing,4,97.6,35.52,2024-01-19
T001018,C0795,Home & Garden,2,709.6,115.84,2024-01-19
T001017,C0827,Beauty & Health,10,1108.7,194.81,2024-01-19
T001016,C0854,Food & Beverage,7,83.09,33.07,2024-01-19
T001015,C0217,Home & Garden,10,3331.0,777.55,2024-01-19
T001014,C0063,Clothing,7,1138.83,426.56,2024-01-19
T001013,C0282,Clothing,6,878.94,301.43,2024-01-19
T001012,C0853,Toys & Games,4,255.36,100.14,2024-01-19
T001011,C0779,Electronics,1,645.38,173.14,2024-01-19
T001010,C0177,Food & Beverage,9,284.13,57.69,2024-01-19
T001037,C0437,Beauty & Health,7,185.92,73.52,2024-01-20
T001036,C0771,Books,9,375.66,133.68,2024-01-20
T001035,C0870,Toys & Games,7,483.7,137.07,2024-01-20
T001033,C0863,Food & Beverage,4,65.32,14.93,2024-01-20
T001032,C0709,Beauty & Health,2,262.16,78.37,2024-01-20
T001031,C0977,Toys & Games,10,530.3,185.27,2024-01-20
T001030,C0476,Food & Beverage,2,66.04,18.74,2024-01-20
T001034,C0645,Beauty & Health,2,294.88,85.6,2024-01-20
T001028,C0823,Toys & Games,9,884.52,304.84,2024-01-20
T001027,C0405,Clothing,8,1486.88,471.29,2024-01-20
T001026,C0385,Home & Garden,3,1227.03,481.63,2024-01-20
T001025,C0511,Toys & Games,10,930.6,188.31,2024-01-20
T001024,C0099,Toys & Games,3,201.81,35.54,2024-01-20
T001023,C0105,Food & Beverage,10,147.3,23.32,2024-01-20
T001022,C0610,Sports & Outdoors,1,210.74,37.59,2024-01-20
T001029,C0518,Books,1,10.43,3.59,2024-01-20
T001038,C0023,Sports & Outdoors,6,477.18,120.61,2024-01-21
T001039,C0997,Toys & Games,10,806.7,274.96,2024-01-21
T001040,C0565,Sports & Outdoors,1,35.94,6.29,2024-01-21
T001041,C0677,Toys & Games,10,853.5,293.78,2024-01-21
T001042,C0714,Electronics,9,4688.28,1138.57,2024-01-21
T001049,C0878,Books,8,102.32,39.14,2024-01-22
T001047,C0078,Sports & Outdoors,8,979.76,373.3,2024-01-22
T001046,C0085,Sports & Outdoors,9,1961.37,352.68,2024-01-22
T001048,C0457,Sports & Outdoors,8,473.2,80.17,2024-01-22
T001044,C0083,Electronics,5,5238.2,1261.42,2024-01-22
T001043,C0458,Electronics,5,7428.4,1187.41,2024-01-22
T001045,C0145,Beauty & Health,6,585.3,177.15,2024-01-22
T001060,C0034,Beauty & Health,1,59.47,15.13,2024-01-23
T001059,C0800,Food & Beverage,4,177.24,36.06,2024-01-23
T001058,C0488,Toys & Games,9,882.72,350.85,2024-01-23
T001057,C0881,Toys & Games,8,374.72,101.91,2024-01-23
T001055,C0446,Toys & Games,2,103.7,32.97,2024-01-23
T001056,C0449,Electronics,9,4857.03,1201.1,2024-01-23
T001053,C0717,Electronics,5,6323.0,2119.48,2024-01-23
T001052,C0685,Electronics,8,12906.4,3196.76,2024-01-23
T001051,C0051,Books,1,30.83,7.17,2024-01-23
T001050,C0001,Sports & Outdoors,1,189.01,61.77,2024-01-23
T001054,C0772,Beauty & Health,9,648.27,194.72,2024-01-23
T001068,C0438,Food & Beverage,2,72.38,18.28,2024-01-24
T001072,C0306,Home & Garden,1,428.65,159.8,2024-01-24
T001071,C0891,Clothing,10,1588.4,340.08,2024-01-24
T001070,C0771,Beauty & Health,8,324.48,86.78,2024-01-24
T001069,C0118,Clothing,7,229.32,91.06,2024-01-24
T001067,C0674,Home & Garden,5,2431.25,624.5,2024-01-24
T001065,C0154,Beauty & Health,10,250.6,42.69,2024-01-24
T001066,C0250,Home & Garden,5,1398.4,213.76,2024-01-24
T001064,C0551,Food & Beverage,8,46.48,10.37,2024-01-24
T001063,C0072,Home & Garden,2,497.14,169.53,2024-01-24
T001062,C0095,Clothing,5,862.55,294.37,2024-01-24
T001061,C0348,Clothing,1,125.8,28.05,2024-01-24
T001083,C0624,Books,4,68.6,18.95,2024-01-25
T001082,C0401,Sports & Outdoors,2,168.62,36.84,2024-01-25
T001080,C0763,Toys & Games,1,37.19,11.4,2024-01-25
T001079,C0734,Beauty & Health,9,996.03,235.19,2024-01-25
T001078,C0990,Beauty & Health,1,49.97,14.86,2024-01-25
T001084,C0767,Toys & Games,8,376.16,146.58,2024-01-25
T001076,C0236,Food & Beverage,5,211.4,51.95,2024-01-25
T001077,C0389,Toys & Games,2,166.12,64.13,2024-01-25
T001073,C0268,Beauty & Health,2,196.78,53.68,2024-01-25
T001081,C0825,Home & Garden,4,272.6,102.93,2024-01-25
T001075,C0054,Sports & Outdoors,4,150.6,26.19,2024-01-25
T001074,C0961,Home & Garden,10,3399.9,1019.27,2024-01-25
T001085,C0303,Food & Beverage,8,190.64,36.81,2024-01-26
T001086,C0919,Clothing,9,1003.86,331.19,2024-01-26
T001088,C0229,Toys & Games,7,291.55,93.27,2024-01-26
T001089,C0853,Toys & Games,3,66.99,15.93,2024-01-26
T001090,C0910,Beauty & Health,10,966.9,220.91,2024-01-26
T001091,C0578,Clothing,4,364.92,117.16,2024-01-26
T001092,C0075,Clothing,10,737.6,150.39,2024-01-26
T001093,C0435,Food & Beverage,9,396.09,100.97,2024-01-26
T001087,C0207,Home & Garden,5,1322.7,401.6,2024-01-26
T001106,C0435,Clothing,1,103.62,20.58,2024-01-27
T001105,C0859,Sports & Outdoors,1,263.34,99.55,2024-01-27
T001097,C0764,Electronics,2,1392.8,359.24,2024-01-27
T001108,C0994,Food & Beverage,3,98.64,39.1,2024-01-27
T001109,C0308,Beauty & Health,1,123.42,45.74,2024-01-27
T001104,C0335,Clothing,1,182.56,32.52,2024-01-27
T001107,C0447,Clothing,8,1231.92,373.57,2024-01-27
T001103,C0798,Electronics,3,2066.73,714.94,2024-01-27
T001095,C0422,Toys & Games,10,886.2,134.77,2024-01-27
T001101,C0098,Electronics,1,597.5,119.65,2024-01-27
T001100,C0306,Toys & Games,2,110.6,32.83,2024-01-27
T001099,C0806,Electronics,3,2427.33,449.25,2024-01-27
T001098,C0738,Home & Garden,5,1816.5,712.68,2024-01-27
T001096,C0704,Books,1,29.8,11.7,2024-01-27
T001094,C0103,Clothing,10,1544.1,304.26,2024-01-27
T001102,C0850,Toys & Games,10,860.2,298.94,2024-01-27
T001120,C0133,Electronics,8,9613.12,3032.74,2024-01-28
T001119,C0081,Home & Garden,4,523.64,123.21,2024-01-28
T001118,C0563,Sports & Outdoors,7,1257.97,290.46,2024-01-28
T001117,C0106,Beauty & Health,6,755.46,237.92,2024-01-28
T001116,C0759,Electronics,5,8388.05,1573.08,2024-01-28
T001112,C0481,Toys & Games,3,171.0,30.16,2024-01-28
T001114,C0335,Clothing,4,430.2,118.36,2024-01-28
T001113,C0984,Food & Beverage,8,378.72,74.64,2024-01-28
T001111,C0166,Electronics,10,16787.1,3955.87,2024-01-28
T001110,C0249,Beauty & Health,7,513.03,199.64,2024-01-28
T001115,C0542,Food & Beverage,4,103.28,35.97,2024-01-28
T001131,C0069,Clothing,4,222.08,63.13,2024-01-29
T001132,C0546,Home & Garden,7,1349.32,273.77,2024-01-29
T001130,C0984,Books,6,191.64,44.42,2024-01-29
T001134,C0053,Home & Garden,10,2888.9,992.07,2024-01-29
T001135,C0450,Clothing,10,293.0,54.59,2024-01-29
T001133,C0774,Home & Garden,9,1591.83,561.58,2024-01-29
T001129,C0852,Electronics,7,12450.62,2654.1,2024-01-29
T001123,C0138,Home & Garden,1,415.02,78.43,2024-01-29
T001127,C0785,Books,10,432.0,135.66,2024-01-29
T001126,C0330,Electronics,6,8819.58,1750.81,2024-01-29
T001125,C0401,Electronics,10,12017.9,1995.68,2024-01-29
T001124,C0184,Books,9,101.79,35.37,2024-01-29
T001128,C0508,Books,8,95.76,34.83,2024-01-29
T001122,C0900,Sports & Outdoors,1,233.31,82.36,2024-01-29
T001121,C0797,Food & Beverage,6,291.36,77.72,2024-01-29
T001141,C0971,Beauty & Health,3,254.43,76.88,2024-01-30
T001140,C0752,Electronics,4,4720.24,767.29,2024-01-30
T001139,C0043,Books,9,174.06,53.66,2024-01-30
T001138,C0747,Sports & Outdoors,10,658.0,154.19,2024-01-30
T001137,C0126,Books,1,42.51,14.61,2024-01-30
T001136,C0205,Toys & Games,7,228.76,60.84,2024-01-30
T001153,C0900,Home & Garden,4,507.36,84.21,2024-01-31
T001152,C0520,Electronics,5,5411.0,1827.47,2024-01-31
T001151,C0912,Sports & Outdoors,10,1868.0,705.99,2024-01-31
T001150,C0374,Clothing,2,307.68,68.06,2024-01-31
T001149,C0971,Toys & Games,8,414.0,100.4,2024-01-31
T001148,C0095,Clothing,1,98.67,24.58,2024-01-31
T001143,C0111,Food & Beverage,4,100.52,35.95,2024-01-31
T001146,C0183,Sports & Outdoors,1,60.54,21.81,2024-01-31
T001145,C0663,Books,2,69.46,15.31,2024-01-31
T001144,C0761,Home & Garden,10,4054.4,968.44,2024-01-31
T001142,C0883,Food & Beverage,4,157.44,29.62,2024-01-31
T001147,C0848,Electronics,10,7345.0,1193.83,2024-01-31
T001159,C0864,Toys & Games,7,511.21,140.68,2024-02-01
T001161,C0667,Sports & Outdoors,2,199.28,52.62,2024-02-01
T001160,C0195,Toys & Games,1,88.2,24.02,2024-02-01
T001158,C0195,Clothing,7,355.04,104.22,2024-02-01
T001154,C0360,Books,8,152.56,50.14,2024-02-01
T001156,C0696,Food & Beverage,10,240.5,90.24,2024-02-01
T001155,C0900,Electronics,2,2726.5,768.4,2024-02-01
T001157,C0281,Toys & Games,9,550.71,125.69,2024-02-01
T001172,C0604,Toys & Games,4,305.32,73.29,2024-02-02
T001171,C0466,Home & Garden,6,2428.02,866.49,2024-02-02
T001170,C0005,Electronics,2,3146.98,1157.52,2024-02-02
T001168,C0403,Home & Garden,4,361.32,139.17,2024-02-02
T001167,C0051,Food & Beverage,2,64.54,20.7,2024-02-02
T001169,C0789,Books,3,145.11,45.84,2024-02-02
T001165,C0061,Sports & Outdoors,7,1334.62,520.01,2024-02-02
T001164,C0946,Sports & Outdoors,3,359.94,94.6,2024-02-02
T001163,C0672,Books,4,196.08,66.46,2024-02-02
T001162,C0093,Sports & Outdoors,4,650.84,131.08,2024-02-02
T001166,C0634,Electronics,8,5082.32,1093.73,2024-02-02
T001181,C0524,Sports & Outdoors,3,458.13,183.1,2024-02-03
T001187,C0730,Toys & Games,5,279.4,87.66,2024-02-03
T001185,C0945,Beauty & Health,5,419.05,164.59,2024-02-03
T001184,C0546,Sports & Outdoors,5,476.05,97.26,2024-02-03
T001183,C0046,Electronics,4,2022.32,325.37,2024-02-03
T001182,C0346,Clothing,6,346.02,58.11,2024-02-03
T001180,C0233,Home & Garden,7,2045.89,444.37,2024-02-03
T001186,C0078,Food & Beverage,7,154.7,61.08,2024-02-03
T001178,C0513,Books,3,141.78,39.98,2024-02-03
T001177,C0838,Home & Garden,5,1372.85,461.19,2024-02-03
T001176,C0405,Sports & Outdoors,6,1730.1,359.18,2024-02-03
T001175,C0534,Electronics,4,7150.24,2029.82,2024-02-03
T001174,C0829,Beauty & Health,2,151.48,28.64,2024-02-03
T001173,C0682,Electronics,6,8307.54,2492.52,2024-02-03
T001179,C0645,Books,8,266.64,67.41,2024-02-03
T001199,C0107,Electronics,5,4210.45,789.93,2024-02-04
T001197,C0056,Books,1,32.87,12.97,2024-02-04
T001196,C0239,Beauty & Health,6,211.38,51.08,2024-02-04
T001195,C0214,Food & Beverage,3,117.69,40.63,2024-02-04
T001194,C0121,Clothing,9,1104.48,323.92,2024-02-04
T001198,C0350,Home & Garden,10,1641.4,424.47,2024-02-04
T001192,C0249,Toys & Games,5,119.2,20.89,2024-02-04
T001191,C0794,Books,7,107.38,19.94,2024-02-04
T001190,C0073,Electronics,5,5891.35,2315.36,2024-02-04
T001189,C0923,Food & Beverage,10,207.6,42.24,2024-02-04
T001188,C0813,Home & Garden,3,1473.87,545.37,2024-02-04
T001193,C0047,Food & Beverage,5,199.45,35.51,2024-02-04
T001209,C0867,Clothing,7,220.71,82.02,2024-02-05
T001208,C0625,Toys & Games,7,469.14,76.12,2024-02-05
T001207,C0008,Home & Garden,3,418.77,166.04,2024-02-05
T001206,C0257,Sports & Outdoors,8,521.52,162.44,2024-02-05
T001205,C0804,Sports & Outdoors,10,1133.3,245.74,2024-02-05
T001204,C0026,Clothing,8,1579.6,471.36,2024-02-05
T001202,C0573,Electronics,9,8675.1,3106.18,2024-02-05
T001201,C0048,Toys & Games,5,152.15,48.65,2024-02-05
T001200,C0831,Home & Garden,8,441.52,117.66,2024-02-05
T001203,C0337,Sports & Outdoors,6,369.36,97.77,2024-02-05
T001217,C0526,Beauty & Health,1,51.46,18.43,2024-02-06
T001220,C0983,Sports & Outdoors,3,427.14,88.84,2024-02-06
T001219,C0028,Home & Garden,3,1032.93,390.77,2024-02-06
T001221,C0078,Toys & Games,1,34.37,6.2,2024-02-06
T001218,C0474,Electronics,1,810.26,246.0,2024-02-06
T001216,C0726,Food & Beverage,10,236.3,49.89,2024-02-06
T001212,C0719,Electronics,7,6090.84,2367.65,2024-02-06
T001214,C0639,Books,9,98.01,22.83,2024-02-06
T001213,C0303,Beauty & Health,2,151.52,41.04,2024-02-06
T001211,C0692,Electronics,6,11653.5,2482.48,2024-02-06
T001210,C0253,Food & Beverage,10,438.1,127.3,2024-02-06
T001215,C0056,Beauty & Health,10,1015.0,198.31,2024-02-06
T001236,C0751,Sports & Outdoors,10,1190.9,264.64,2024-02-07
T001235,C0363,Home & Garden,1,480.57,123.13,2024-02-07
T001234,C0750,Home & Garden,2,443.78,118.55,2024-02-07
T001233,C0919,Beauty & Health,3,305.34,63.08,2024-02-07
T001232,C0623,Home & Garden,5,568.65,106.58,2024-02-07
T001231,C0003,Books,2,95.6,21.52,2024-02-07
T001229,C0883,Home & Garden,9,3264.03,502.18,2024-02-07
T001230,C0007,Clothing,4,397.92,140.95,2024-02-07
T001227,C0699,Food & Beverage,5,176.55,65.18,2024-02-07
T001226,C0526,Food & Beverage,10,403.5,91.63,2024-02-07
T001225,C0666,Electronics,2,1352.42,437.83,2024-02-07
T001224,C0365,Clothing,10,1745.6,697.5,2024-02-07
T001223,C0386,Sports & Outdoors,4,730.28,202.26,2024-02-07
T001222,C0216,Sports & Outdoors,7,1512.42,229.16,2024-02-07
T001228,C0312,Toys & Games,6,175.2,60.52,2024-02-07
T001246,C0631,Books,5,53.05,15.99,2024-02-08
T001252,C0273,Clothing,4,587.52,139.45,2024-02-08
T001251,C0953,Beauty & Health,8,1063.12,340.6,2024-02-08
T001250,C0039,Beauty & Health,4,152.4,35.44,2024-02-08
T001249,C0714,Electronics,5,5827.0,1299.91,2024-02-08
T001247,C0485,Sports & Outdoors,4,357.72,116.75,2024-02-08
T001245,C0985,Books,10,218.0,62.75,2024-02-08
T001248,C0028,Electronics,10,9229.1,2953.8,2024-02-08
T001243,C0015,Sports & Outdoors,2,295.86,60.48,2024-02-08
T001242,C0883,Home & Garden,9,1473.3,311.16,2024-02-08
T001241,C0739,Electronics,9,17940.69,4018.43,2024-02-08
T001244,C0192,Home & Garden,8,2272.64,418.56,2024-02-08
T001240,C0806,Beauty & Health,3,370.44,127.6,2024-02-08
T001239,C0506,Beauty & Health,8,412.0,163.78,2024-02-08
T001238,C0274,Food & Beverage,6,273.42,93.12,2024-02-08
T001237,C0508,Home & Garden,2,965.96,186.48,2024-02-08
T001260,C0525,Sports & Outdoors,7,1971.76,327.69,2024-02-09
T001258,C0537,Beauty & Health,5,242.35,88.04,2024-02-09
T001257,C0812,Clothing,6,123.24,44.06,2024-02-09
T001259,C0145,Sports & Outdoors,2,561.0,114.97,2024-02-09
T001255,C0474,Toys & Games,2,144.58,31.52,2024-02-09
T001254,C0086,Home & Garden,6,2055.24,500.62,2024-02-09
T001253,C0231,Sports & Outdoors,10,530.0,107.67,2024-02-09
T001256,C0126,Sports & Outdoors,5,1440.9,247.95,2024-02-09
T001268,C0146,Clothing,6,265.86,53.64,2024-02-10
T001267,C0109,Beauty & Health,10,1243.9,436.73,2024-02-10
T001266,C0233,Home & Garden,1,131.55,45.81,2024-02-10
T001265,C0067,Electronics,9,7626.33,1575.35,2024-02-10
T001263,C0580,Clothing,7,255.29,63.4,2024-02-10
T001262,C0025,Food & Beverage,8,315.68,64.05,2024-02-10
T001261,C0212,Beauty & Health,4,449.12,150.32,2024-02-10
T001264,C0394,Beauty & Health,7,590.59,98.06,2024-02-10
T001276,C0936,Beauty & Health,1,57.67,20.76,2024-02-11
T001280,C0554,Books,8,391.12,122.7,2024-02-11
T001279,C0595,Sports & Outdoors,6,634.62,124.83,2024-02-11
T001278,C0748,Food & Beverage,2,37.84,5.83,2024-02-11
T001277,C0369,Home & Garden,3,723.06,254.28,2024-02-11
T001275,C0776,Home & Garden,6,759.36,259.23,2024-02-11
T001273,C0034,Beauty & Health,7,1044.61,327.9,2024-02-11
T001272,C0470,Toys & Games,10,982.4,391.04,2024-02-11
T001271,C0111,Books,6,104.58,17.63,2024-02-11
T001270,C0228,Electronics,6,11447.22,2101.25,2024-02-11
T001269,C0111,Books,6,172.5,40.36,2024-02-11
T001274,C0623,Electronics,10,13334.3,3807.26,2024-02-11
T001289,C0952,Toys & Games,9,693.09,131.29,2024-02-12
T001296,C0437,Clothing,4,689.24,207.47,2024-02-12
T001295,C0289,Home & Garden,9,2302.11,590.09,2024-02-12
T001294,C0377,Food & Beverage,8,372.4,147.69,2024-02-12
T001293,C0741,Electronics,2,3867.76,1032.77,2024-02-12
T001292,C0966,Toys & Games,1,40.18,10.37,2024-02-12
T001291,C0877,Food & Beverage,8,154.96,53.96,2024-02-12
T001290,C0315,Home & Garden,7,2517.27,702.53,2024-02-12
T001287,C0738,Electronics,6,4669.74,1075.62,2024-02-12
T001286,C0320,Beauty & Health,8,430.96,157.73,2024-02-12
T001285,C0282,Clothing,5,924.35,185.2,2024-02-12
T001284,C0692,Home & Garden,8,2546.24,990.84,2024-02-12
T001283,C0518,Clothing,8,160.56,50.79,2024-02-12
T001282,C0613,Home & Garden,10,3800.0,1503.36,2024-02-12
T001281,C0425,Electronics,3,2190.15,534.26,2024-02-12
T001288,C0443,Home & Garden,5,1716.3,682.04,2024-02-12
T001305,C0843,Electronics,7,10640.49,3234.97,2024-02-13
T001306,C0446,Clothing,2,268.66,52.99,2024-02-13
T001304,C0350,Beauty & Health,9,1084.32,162.97,2024-02-13
T001309,C0607,Toys & Games,8,516.48,84.41,2024-02-13
T001307,C0830,Sports & Outdoors,9,2480.22,491.01,2024-02-13
T001303,C0516,Toys & Games,10,555.3,85.05,2024-02-13
T001308,C0350,Beauty & Health,4,69.72,21.84,2024-02-13
T001301,C0503,Clothing,10,1167.4,179.83,2024-02-13
T001300,C0582,Sports & Outdoors,4,580.52,145.71,2024-02-13
T001299,C0710,Beauty & Health,9,325.44,101.55,2024-02-13
T001298,C0277,Books,10,269.8,97.28,2024-02-13
T001302,C0624,Books,10,109.0,32.47,2024-02-13
T001297,C0662,Home & Garden,10,2535.5,414.9,2024-02-13
T001321,C0223,Home & Garden,3,687.36,147.22,2024-02-14
T001320,C0920,Beauty & Health,4,415.96,85.04,2024-02-14
T001318,C0229,Home & Garden,5,1766.95,453.29,2024-02-14
T001317,C0040,Toys & Games,1,66.87,11.35,2024-02-14
T001316,C0543,Clothing,2,356.12,61.36,2024-02-14
T001319,C0548,Electronics,2,3412.78,1318.91,2024-02-14
T001314,C0899,Electronics,5,9156.7,3024.31,2024-02-14
T001313,C0759,Electronics,1,704.38,222.19,2024-02-14
T001312,C0137,Sports & Outdoors,8,939.6,277.22,2024-02-14
T001311,C0823,Food & Beverage,7,205.52,38.51,2024-02-14
T001310,C0664,Food & Beverage,7,283.01,64.63,2024-02-14
T001315,C0243,Toys & Games,2,115.32,24.66,2024-02-14
T001327,C0004,Sports & Outdoors,8,2215.52,601.75,2024-02-15
T001326,C0075,Home & Garden,8,744.48,271.95,2024-02-15
T001325,C0732,Sports & Outdoors,2,269.58,83.77,2024-02-15
T001323,C0322,Food & Beverage,2,82.28,24.8,2024-02-15
T001322,C0006,Food & Beverage,3,84.33,14.78,2024-02-15
T001324,C0468,Books,6,149.7,47.9,2024-02-15
T001337,C0441,Toys & Games,1,33.64,11.59,2024-02-16
T001343,C0435,Books,2,93.52,30.97,2024-02-16
T001342,C0026,Beauty & Health,3,264.51,91.2,2024-02-16
T001341,C0392,Sports & Outdoors,10,1610.3,396.83,2024-02-16
T001340,C0715,Food & Beverage,4,178.72,67.12,2024-02-16
T001339,C0847,Food & Beverage,9,310.77,99.31,2024-02-16
T001344,C0173,Home & Garden,5,2274.8,375.07,2024-02-16
T001336,C0574,Electronics,4,6969.28,2066.42,2024-02-16
T001338,C0194,Electronics,8,14769.04,3133.65,2024-02-16
T001334,C0998,Books,10,337.5,104.4,2024-02-16
T001333,C0504,Food & Beverage,2,16.04,5.14,2024-02-16
T001332,C0606,Electronics,1,1519.33,429.59,2024-02-16
T001331,C0881,Books,4,104.88,31.81,2024-02-16
T001330,C0118,Toys & Games,7,371.42,117.22,2024-02-16
T001329,C0646,Home & Garden,10,3416.9,759.75,2024-02-16
T001328,C0847,Toys & Games,5,136.4,25.04,2024-02-16
T001335,C0947,Food & Beverage,10,397.4,147.17,2024-02-16
T001353,C0225,Sports & Outdoors,9,1916.64,304.22,2024-02-17
T001352,C0724,Home & Garden,5,407.2,96.19,2024-02-17
T001351,C0787,Clothing,2,349.98,104.51,2024-02-17
T001350,C0836,Clothing,8,546.72,98.65,2024-02-17
T001346,C0645,Books,10,209.8,38.3,2024-02-17
T001348,C0410,Electronics,6,6489.9,2289.97,2024-02-17
T001347,C0326,Sports & Outdoors,7,953.12,373.46,2024-02-17
T001345,C0300,Food & Beverage,3,75.51,22.3,2024-02-17
T001349,C0118,Sports & Outdoors,1,107.45,19.06,2024-02-17
T001358,C0001,Clothing,10,1583.2,599.67,2024-02-18
T001359,C0090,Home & Garden,6,2689.56,912.16,2024-02-18
T001357,C0559,Home & Garden,5,857.45,300.52,2024-02-18
T001354,C0532,Toys & Games,8,270.64,77.24,2024-02-18
T001355,C0113,Home & Garden,2,410.06,101.27,2024-02-18
T001356,C0140,Toys & Games,9,224.28,39.31,2024-02-18
T001360,C0654,Clothing,3,179.61,63.87,2024-02-19
T001361,C0320,Food & Beverage,3,77.58,15.84,2024-02-19
T001362,C0550,Electronics,10,12054.9,2602.57,2024-02-19
T001363,C0805,Toys & Games,8,719.12,145.36,2024-02-19
T001364,C0894,Sports & Outdoors,10,2359.6,805.25,2024-02-19
T001365,C0139,Food & Beverage,10,280.9,108.7,2024-02-19
T001366,C0511,Food & Beverage,2,70.36,23.16,2024-02-19
T001367,C0868,Home & Garden,2,862.62,319.49,2024-02-19
T001375,C0919,Electronics,8,10246.24,2951.47,2024-02-20
T001377,C0172,Clothing,8,762.48,167.25,2024-02-20
T001378,C0898,Home & Garden,9,3342.33,899.0,2024-02-20
T001376,C0650,Books,7,253.54,73.38,2024-02-20
T001374,C0261,Electronics,10,10216.6,2652.3,2024-02-20
T001369,C0259,Books,6,156.72,38.7,2024-02-20
T001372,C0690,Home & Garden,7,2059.96,325.19,2024-02-20
T001371,C0902,Food & Beverage,5,191.55,32.34,2024-02-20
T001370,C0673,Toys & Games,2,185.16,47.48,2024-02-20
T001368,C0845,Clothing,5,108.6,33.63,2024-02-20
T001373,C0010,Beauty & Health,10,865.0,280.15,2024-02-20
T001388,C0777,Books,7,325.08,51.61,2024-02-21
T001387,C0785,Books,8,213.84,46.51,2024-02-21
T001386,C0329,Sports & Outdoors,10,2669.2,994.56,2024-02-21
T001385,C0613,Books,2,71.22,26.11,2024-02-21
T001384,C0319,Clothing,5,324.9,121.47,2024-02-21
T001389,C0971,Sports & Outdoors,8,2385.2,513.45,2024-02-21
T001382,C0596,Clothing,4,373.76,98.22,2024-02-21
T001381,C0642,Electronics,10,11773.2,4181.47,2024-02-21
T001380,C0168,Clothing,5,239.2,59.11,2024-02-21
T001379,C0013,Toys & Games,5,444.5,118.99,2024-02-21
T001383,C0321,Electronics,9,13780.8,4146.8,2024-02-21
T001401,C0946,Toys & Games,7,151.41,34.44,2024-02-22
T001400,C0236,Electronics,1,1772.63,355.28,2024-02-22
T001399,C0956,Electronics,5,6269.1,2414.6,2024-02-22
T001398,C0318,Books,7,120.4,43.94,2024-02-22
T001397,C0581,Books,5,249.2,83.2,2024-02-22
T001396,C0817,Home & Garden,10,1225.0,376.82,2024-02-22
T001395,C0095,Toys & Games,4,84.8,16.02,2024-02-22
T001393,C0419,Home & Garden,6,2887.5,492.11,2024-02-22
T001392,C0550,Food & Beverage,5,238.85,74.6,2024-02-22
T001391,C0920,Food & Beverage,4,61.96,23.38,2024-02-22
T001390,C0911,Sports & Outdoors,3,175.92,38.65,2024-02-22
T001394,C0606,Toys & Games,1,27.82,5.11,2024-02-22
T001408,C0588,Toys & Games,9,339.48,53.37,2024-02-23
T001409,C0995,Toys & Games,10,227.8,37.83,2024-02-23
T001410,C0547,Electronics,5,5569.35,1584.37,2024-02-23
T001407,C0930,Electronics,10,15113.3,4118.82,2024-02-23
T001403,C0885,Beauty & Health,7,366.8,87.92,2024-02-23
T001405,C0459,Beauty & Health,8,426.16,125.2,2024-02-23
T001404,C0376,Food & Beverage,4,175.24,66.36,2024-02-23
T001402,C0334,Home & Garden,8,2576.16,541.2,2024-02-23
T001406,C0137,Home & Garden,5,1795.2,600.58,2024-02-23
T001421,C0229,Food & Beverage,2,58.26,13.77,2024-02-24
T001420,C0873,Books,2,41.2,16.4,2024-02-24
T001418,C0840,Home & Garden,3,723.75,231.3,2024-02-24
T001417,C0349,Home & Garden,8,3377.76,847.84,2024-02-24
T001416,C0832,Sports & Outdoors,6,1158.9,390.09,2024-02-24
T001419,C0779,Electronics,5,4565.85,1556.95,2024-02-24
T001414,C0918,Electronics,6,7113.24,2508.6,2024-02-24
T001413,C0320,Clothing,5,820.35,271.11,2024-02-24
T001412,C0296,Clothing,9,1490.58,303.83,2024-02-24
T001411,C0513,Beauty & Health,1,54.04,17.82,2024-02-24
T001415,C0572,Clothing,4,516.68,130.71,2024-02-24
